code	plaintext	status
619	gaan	R1038 transcription
"619^"""	<IL>	R1038 transcription
619^CircleWithHorizontalBar	de ? Provincien	R1038 transcription
619^^	Religie	R1038 transcription
619^_	<IL>	R1038 transcription
619^o	ee	R1038 transcription
620	gang	R1038 transcription
"620^"""	<IL>	R1038 transcription
620^CircleWithHorizontalBar	zÿn ? Hoogheid	R1038 transcription
620^^	ren	R1038 transcription
620^_	les	R1038 transcription
620^o	het	R1038 transcription
621	garnibeen?	R1038 transcription
"621^"""	<IL>	R1038 transcription
621^CircleWithHorizontalBar	<IL>	R1038 transcription
621^^	rend	R1038 transcription
621^_	let	R1038 transcription
621^o	maar	R1038 transcription
622	ge	R1038 transcription
"622^"""	aen	R1038 transcription
622^CircleWithHorizontalBar	<IL>	R1038 transcription
622^^	rent	R1038 transcription
622^_	lever?	R1038 transcription
622^o	pe	R1038 transcription
623	ge	R1038 transcription
"623^"""	dit	R1038 transcription
623^CircleWithHorizontalBar	<IL>	R1038 transcription
623^^	<IL>	R1038 transcription
623^_	<IL>	R1038 transcription
623^o	wÿ	R1038 transcription
624	<IL>	R1038 transcription
"624^"""	ge	R1038 transcription
624^CircleWithHorizontalBar	<IL>	R1038 transcription
624^^	repetid	R1038 transcription
624^_	<IL>	R1038 transcription
624^o	d	R1038 transcription
625	ged	R1038 transcription
"625^"""	ll	R1038 transcription
625^CircleWithHorizontalBar	de Heer Greffier	R1038 transcription
625^^	Republicq	R1038 transcription
625^_	liquid	R1038 transcription
625^o	cen	R1038 transcription
626	<IL>	R1038 transcription
"626^"""	qu	R1038 transcription
626^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
626^^	res	R1038 transcription
626^_	livre?	R1038 transcription
626^o	i	R1038 transcription
627	<IL>	R1038 transcription
"627^"""	ves	R1038 transcription
627^CircleWithHorizontalBar	Envoÿe	R1038 transcription
627^^	resid	R1038 transcription
627^_	lol?	R1038 transcription
627^o	man/men?	R1038 transcription
628	geen	R1038 transcription
"628^"""	au	R1038 transcription
628^CircleWithHorizontalBar	Consul	R1038 transcription
628^^	resistentie	R1038 transcription
628^_	<IL>	R1038 transcription
628^o	q	R1038 transcription
629	geene	R1038 transcription
"629^"""	du	R1038 transcription
629^CircleWithHorizontalBar	haar Ho Mo ? Ambassadeur	R1038 transcription
629^^	resolutte	R1038 transcription
629^_	<IL>	R1038 transcription
629^o	wil	R1038 transcription
630	geest	R1038 transcription
"630^"""	h	R1038 transcription
630^CircleWithHorizontalBar	haar Ho Mo ? Envoÿe	R1038 transcription
630^^	<IL>	R1038 transcription
630^_	lui?	R1038 transcription
630^o	<IL>	R1038 transcription
631	<IL>	R1038 transcription
"631^"""	m	R1038 transcription
631^CircleWithHorizontalBar	<IL>	R1038 transcription
631^^	ressort	R1038 transcription
631^_	lÿ	R1038 transcription
631^o	verneemen	R1038 transcription
632	<IL>	R1038 transcription
"632^"""	quo	R1038 transcription
632^CircleWithHorizontalBar	<IL>	R1038 transcription
632^^	respodeeren	R1038 transcription
632^_	lÿst	R1038 transcription
632^o	<IL>	R1038 transcription
633	<IL>	R1038 transcription
"633^"""	vons	R1038 transcription
633^CircleWithHorizontalBar	de Heer graaf van ?	R1038 transcription
633^^	rest	R1038 transcription
633^_	maaken	R1038 transcription
633^o	verre	R1038 transcription
634	gel	R1038 transcription
"634^"""	ben	R1038 transcription
634^CircleWithHorizontalBar	<IL>	R1038 transcription
634^^	aaa	R1038 transcription
634^_	Maandag? F	R1038 transcription
634^o	verscheel	R1038 transcription
635	gele	R1038 transcription
"635^"""	bencemen?	R1038 transcription
635^CircleWithHorizontalBar	<IL>	R1038 transcription
635^^	e	R1038 transcription
635^_	<IL>	R1038 transcription
635^o	verspreid	R1038 transcription
636	<IL>	R1038 transcription
"636^"""	berigt	R1038 transcription
636^CircleWithHorizontalBar	<IL>	R1038 transcription
636^^	ge	R1038 transcription
636^_	<IL>	R1038 transcription
636^o	vertoog	R1038 transcription
637	<IL>	R1038 transcription
"637^"""	bestand	R1038 transcription
637^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
637^^	ll	R1038 transcription
637^_	haar Majesteit f	R1038 transcription
637^o	vortrokken	R1038 transcription
638	<IL>	R1038 transcription
"638^"""	bew?	R1038 transcription
638^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
638^^	pe	R1038 transcription
638^_	<IL>	R1038 transcription
638^o	<IL>	R1038 transcription
639	<IL>	R1038 transcription
"639^"""	bewerten	R1038 transcription
639^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
639^^	ves	R1038 transcription
639^_	<IL>	R1038 transcription
639^o	<IL>	R1038 transcription
640	<IL>	R1038 transcription
"640^"""	bid	R1038 transcription
640^CircleWithHorizontalBar	<IL>	R1038 transcription
640^^	af	R1038 transcription
640^_	<IL>	R1038 transcription
640^o	vos	R1038 transcription
641	<IL>	R1038 transcription
"641^"""	bind	R1038 transcription
641^CircleWithHorizontalBar	Haar Majesteit	R1038 transcription
641^^	e	R1038 transcription
641^_	mais?	R1038 transcription
641^o	veut	R1038 transcription
642	<IL>	R1038 transcription
"642^"""	bles	R1038 transcription
642^CircleWithHorizontalBar	haar Keiz Majesteit	R1038 transcription
642^^	h	R1038 transcription
642^_	mal	R1038 transcription
642^o	vie	R1038 transcription
643	<IL>	R1038 transcription
"643^"""	blywen?	R1038 transcription
643^CircleWithHorizontalBar	haar Rus Keiz Maj.t	R1038 transcription
643^^	m	R1038 transcription
643^_	manga?	R1038 transcription
643^o	vigoureus	R1038 transcription
644	<IL>	R1038 transcription
"644^"""	bond	R1038 transcription
644^CircleWithHorizontalBar	de Groot Vorst	R1038 transcription
644^^	qa	R1038 transcription
644^_	<IL>	R1038 transcription
644^o	<IL>	R1038 transcription
645	<IL>	R1038 transcription
"645^"""	be	R1038 transcription
645^CircleWithHorizontalBar	het Hof	R1038 transcription
645^^	vorte	R1038 transcription
645^_	<IL>	R1038 transcription
645^o	vinden	R1038 transcription
646	general	R1038 transcription
"646^"""	brief	R1038 transcription
646^CircleWithHorizontalBar	het Hof van Rusland	R1038 transcription
646^^	Potentaat	R1038 transcription
646^_	me	R1038 transcription
646^o	violette	R1038 transcription
647	<IL>	R1038 transcription
"647^"""	brief von den	R1038 transcription
647^CircleWithHorizontalBar	a	R1038 transcription
647^^	pourtant	R1038 transcription
647^_	mediator	R1038 transcription
647^o	viv	R1038 transcription
648	gering	R1038 transcription
"648^"""	<IL>	R1038 transcription
648^CircleWithHorizontalBar	dit	R1038 transcription
648^^	<IL>	R1038 transcription
648^_	<IL>	R1038 transcription
648^o	vlam?	R1038 transcription
649	<IL>	R1038 transcription
"649^"""	burger?	R1038 transcription
649^CircleWithHorizontalBar	en	R1038 transcription
649^^	precaution	R1038 transcription
649^_	<IL>	R1038 transcription
649^o	vlood	R1038 transcription
650	<IL>	R1038 transcription
"650^"""	by	R1038 transcription
650^CircleWithHorizontalBar	ik	R1038 transcription
650^^	prefer	R1038 transcription
650^_	<IL>	R1038 transcription
650^o	voeg	R1038 transcription
651	<IL>	R1038 transcription
"651^"""	by det	R1038 transcription
651^CircleWithHorizontalBar	o	R1038 transcription
651^^	prejudicieren F	R1038 transcription
651^_	<IL>	R1038 transcription
651^o	voet	R1038 transcription
652	<IL>	R1038 transcription
"652^"""	by ?	R1038 transcription
652^CircleWithHorizontalBar	se	R1038 transcription
652^^	preparatis	R1038 transcription
652^_	a	R1038 transcription
652^o	voir	R1038 transcription
653	<IL>	R1038 transcription
"653^"""	ca	R1038 transcription
653^CircleWithHorizontalBar	a	R1038 transcription
653^^	pressa	R1038 transcription
653^_	den	R1038 transcription
653^o	voldeen?	R1038 transcription
654	<IL>	R1038 transcription
"654^"""	camp	R1038 transcription
654^CircleWithHorizontalBar	du	R1038 transcription
654^^	preten	R1038 transcription
654^_	en	R1038 transcription
654^o	volk	R1038 transcription
655	<IL>	R1038 transcription
"655^"""	canon?	R1038 transcription
655^CircleWithHorizontalBar	er	R1038 transcription
655^^	prevenieren?	R1038 transcription
655^_	il	R1038 transcription
655^o	voogd	R1038 transcription
656	<IL>	R1038 transcription
"656^"""	<IL>	R1038 transcription
656^CircleWithHorizontalBar	il	R1038 transcription
656^^	principe	R1038 transcription
656^_	o	R1038 transcription
656^o	voor	R1038 transcription
657	<EMPTY>	R1038 transcription
"657^"""	cas	R1038 transcription
657^CircleWithHorizontalBar	oo	R1038 transcription
657^^	de Prinssesse	R1038 transcription
657^_	te	R1038 transcription
657^o	voor dat	R1038 transcription
658	<IL>	R1038 transcription
"658^"""	<IL>	R1038 transcription
658^CircleWithHorizontalBar	t	R1038 transcription
658^^	pro	R1038 transcription
658^_	a	R1038 transcription
658^o	voorgaan	R1038 transcription
659	<IL>	R1038 transcription
"659^"""	ce	R1038 transcription
659^CircleWithHorizontalBar	het Hof van Rusland	R1038 transcription
659^^	procedeeren	R1038 transcription
659^_	den	R1038 transcription
659^o	voor hat	R1038 transcription
660	<IL>	R1038 transcription
"660^"""	<IL>	R1038 transcription
660^CircleWithHorizontalBar	dit Ministerie	R1038 transcription
660^^	<EMPTY>	R1038 transcription
660^_	er	R1038 transcription
660^o	voornaam	R1038 transcription
661	<IL>	R1038 transcription
"661^"""	<IL>	R1038 transcription
661^CircleWithHorizontalBar	het Ministerie	R1038 transcription
661^^	profet	R1038 transcription
661^_	im	R1038 transcription
661^o	<IL>	R1038 transcription
662	<IL>	R1038 transcription
"662^"""	certain	R1038 transcription
662^CircleWithHorizontalBar	de Senaat	R1038 transcription
662^^	prolong	R1038 transcription
662^_	o	R1038 transcription
662^o	<IL>	R1038 transcription
663	<IL>	R1038 transcription
"663^"""	<IL>	R1038 transcription
663^CircleWithHorizontalBar	de Geheime Raad	R1038 transcription
663^^	<IL>	R1038 transcription
663^_	tt	R1038 transcription
663^o	voorwaarde	R1038 transcription
664	<IL>	R1038 transcription
"664^"""	cello	R1038 transcription
664^CircleWithHorizontalBar	Minister	R1038 transcription
664^^	propositie F	R1038 transcription
664^_	Meergemelde	R1038 transcription
664^o	vorzeitig	R1038 transcription
665	<IL>	R1038 transcription
"665^"""	chameir?	R1038 transcription
665^CircleWithHorizontalBar	de Cancelarÿe	R1038 transcription
665^^	protest	R1038 transcription
665^_	Memoria F	R1038 transcription
665^o	vorst	R1038 transcription
666	<IL>	R1038 transcription
"666^"""	chershe	R1038 transcription
666^CircleWithHorizontalBar	de K? Groot Cancelier	R1038 transcription
666^^	Provincie F	R1038 transcription
666^_	men	R1038 transcription
666^o	<IL>	R1038 transcription
667	<IL>	R1038 transcription
"667^"""	chiffer	R1038 transcription
667^CircleWithHorizontalBar	de K? Vice Cancelier	R1038 transcription
667^^	<IL>	R1038 transcription
667^_	menage	R1038 transcription
667^o	vos	R1038 transcription
668	<IL>	R1038 transcription
"668^"""	<EMPTY>	R1038 transcription
668^CircleWithHorizontalBar	de Graaf van Bastuchen?	R1038 transcription
668^^	<IL>	R1038 transcription
668^_	ment	R1038 transcription
668^o	votre Excell' D	R1038 transcription
669	<IL>	R1038 transcription
"669^"""	<IL>	R1038 transcription
669^CircleWithHorizontalBar	de Heer Panin	R1038 transcription
669^^	puissance	R1038 transcription
669^_	<IL>	R1038 transcription
669^o	vous	R1038 transcription
670	<IL>	R1038 transcription
"670^"""	clair	R1038 transcription
670^CircleWithHorizontalBar	de Prins ?	R1038 transcription
670^^	pus	R1038 transcription
670^_	mes	R1038 transcription
670^o	vraag	R1038 transcription
671	daar	R1038 transcription
"671^"""	cem/cen?	R1038 transcription
671^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
671^^	qqualit?	R1038 transcription
671^_	met dit	R1038 transcription
671^o	<IL>	R1038 transcription
672	ee	R1038 transcription
"672^"""	commerce	R1038 transcription
672^CircleWithHorizontalBar	Keizer Yvan	R1038 transcription
672^^	quart	R1038 transcription
672^_	middel	R1038 transcription
672^o	? Negociatie F	R1038 transcription
673	i	R1038 transcription
"673^"""	propositie	contextual inference
673^CircleWithHorizontalBar	de Princes Elizabeth	R1038 transcription
673^^	que	R1038 transcription
673^_	mÿ	R1038 transcription
673^o	vreez	R1038 transcription
674	n	R1038 transcription
"674^"""	mÿne	R1038 transcription
674^^	qui	R1038 transcription
674^_	mÿne	R1038 transcription
674^o	<IL>	R1038 transcription
675	s	R1038 transcription
"675^"""	con	R1038 transcription
675^CircleWithHorizontalBar	de Russische Troupes	R1038 transcription
675^^	qu'on	R1038 transcription
675^_	minder	R1038 transcription
675^o	<IL>	R1038 transcription
676	w	R1038 transcription
"676^"""	<IL>	R1038 transcription
676^CircleWithHorizontalBar	<IL>	R1038 transcription
676^^	quoi	R1038 transcription
676^_	? Minister	R1038 transcription
676^o	vrugt	R1038 transcription
677	dak?	R1038 transcription
"677^"""	<IL>	R1038 transcription
677^CircleWithHorizontalBar	het Russisch	R1038 transcription
677^^	raad	R1038 transcription
677^_	<IL>	R1038 transcription
677^o	vullen	R1038 transcription
678	cen	R1038 transcription
"678^"""	<IL>	R1038 transcription
678^CircleWithHorizontalBar	<IL>	R1038 transcription
678^^	raak	R1038 transcription
678^_	<IL>	R1038 transcription
678^o	<EMPTY>	R1038 transcription
679	i	R1038 transcription
"679^"""	<IL>	R1038 transcription
679^CircleWithHorizontalBar	de General Romanzon?	R1038 transcription
679^^	rappel	R1038 transcription
679^_	moderatie	R1038 transcription
679^o	<IL>	R1038 transcription
680	n	R1038 transcription
"680^"""	confirm	R1038 transcription
680^CircleWithHorizontalBar	een Ruiter	R1038 transcription
680^^	ratifi	R1038 transcription
680^_	meet	R1038 transcription
680^o	<IL>	R1038 transcription
681	s	R1038 transcription
"681^"""	conge?	R1038 transcription
681^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
681^^	re	R1038 transcription
681^_	mogendheden	contextual inference
681^o	<IL>	R1038 transcription
682	x	R1038 transcription
"682^"""	<IL>	R1038 transcription
682^CircleWithHorizontalBar	Favorit	R1038 transcription
682^^	rec	R1038 transcription
682^_	<EMMPTY>	R1038 transcription
682^o	<IL>	R1038 transcription
683	feront	R1038 transcription
"683^"""	<IL>	R1038 transcription
683^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
683^^	recevoir	R1038 transcription
683^_	moi	R1038 transcription
683^o	<IL>	R1038 transcription
684	fi	R1038 transcription
"684^"""	<IL>	R1038 transcription
684^CircleWithHorizontalBar	het Zomer Paleis	R1038 transcription
684^^	recommend	R1038 transcription
684^_	moit	R1038 transcription
684^o	uit	R1038 transcription
685	fie	R1038 transcription
"685^"""	<IL>	R1038 transcription
685^CircleWithHorizontalBar	Peterhof	R1038 transcription
685^^	reconn	R1038 transcription
685^_	monseigneur	R1038 transcription
685^o	<IL>	R1038 transcription
686	flatt	R1038 transcription
"686^"""	<IL>	R1038 transcription
686^CircleWithHorizontalBar	flot/slot?	R1038 transcription
686^^	rede	R1038 transcription
686^_	Monsieur D	R1038 transcription
686^o	<IL>	R1038 transcription
687	fois?	R1038 transcription
"687^"""	<IL>	R1038 transcription
687^CircleWithHorizontalBar	<IL>	R1038 transcription
687^^	redres?	R1038 transcription
687^_	mort	R1038 transcription
687^o	<IL>	R1038 transcription
688	forceeren?	R1038 transcription
"688^"""	<IL>	R1038 transcription
688^CircleWithHorizontalBar	Riga	R1038 transcription
688^^	<IL>	R1038 transcription
688^_	<IL>	R1038 transcription
688^o	un	R1038 transcription
689	formeean?	R1038 transcription
"689^"""	conven	contextual inference
689^CircleWithHorizontalBar	<IL>	R1038 transcription
689^^	refirm	R1038 transcription
689^_	<IL>	R1038 transcription
689^o	<IL>	R1038 transcription
690	feuragie	R1038 transcription
"690^"""	<IL>	R1038 transcription
690^CircleWithHorizontalBar	de Rivier	R1038 transcription
690^^	regeer	R1038 transcription
690^_	<IL>	R1038 transcription
690^o	uns?	R1038 transcription
691	<IL>	R1038 transcription
"691^"""	<IL>	R1038 transcription
691^CircleWithHorizontalBar	<IL>	R1038 transcription
691^^	Regence	R1038 transcription
691^_	<IL>	R1038 transcription
691^o	us	R1038 transcription
692	fro	R1038 transcription
"692^"""	<IL>	R1038 transcription
692^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
692^^	reis	R1038 transcription
692^_	na de	R1038 transcription
692^o	ut	R1038 transcription
693	fru	R1038 transcription
"693^"""	<IL>	R1038 transcription
693^CircleWithHorizontalBar	Courland	R1038 transcription
693^^	relateeren?	R1038 transcription
693^_	nat	R1038 transcription
693^o	<IL>	R1038 transcription
694	fut	R1038 transcription
"694^"""	<IL>	R1038 transcription
694^CircleWithHorizontalBar	Mittau	R1038 transcription
694^^	rem	R1038 transcription
694^_	navas?	R1038 transcription
694^o	dat	R1038 transcription
695	gaan de	R1038 transcription
"695^"""	<IL>	R1038 transcription
695^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
695^^	ren	R1038 transcription
695^_	<IL>	R1038 transcription
695^o	cen	R1038 transcription
696	garanderen	R1038 transcription
"696^"""	<IL>	R1038 transcription
696^CircleWithHorizontalBar	Ambassadeur	R1038 transcription
696^^	rendi	R1038 transcription
696^_	nef?	R1038 transcription
696^o	i	R1038 transcription
697	garrisch	R1038 transcription
"697^"""	<EMPTY>	R1038 transcription
697^CircleWithHorizontalBar	Minister van dit Hof	R1038 transcription
697^^	rent	R1038 transcription
697^_	neg	R1038 transcription
697^o	ment?	R1038 transcription
698	ge	R1038 transcription
"698^"""	b	R1038 transcription
698^CircleWithHorizontalBar	<IL>	R1038 transcription
698^^	repar	R1038 transcription
698^_	neglig	R1038 transcription
698^o	qu	R1038 transcription
699	ge	R1038 transcription
"699^"""	e	R1038 transcription
699^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
